maker_id,inst_code,inst_name,id
9956,15,"weighing machines,",5237
10100,15,"scales,",5238
10100,134,weights,5239
9548,15,"weighing machines,",5240
10101,114,spectacles,5241
10103,259,telegraph instruments,5242
10106,,"",5243
10108,259,telegraph instruments,5244
10109,26,chronometers,5245
10110,26,chronometers,5246
10111,26,chronometers,5247
10112,26,chronometers,5248
10112,7,"astronomical clocks,",5249
10113,26,chronometers,5250
10114,26,chronometers,5251
10115,26,chronometers,5252
9222,26,chronometers,5253
10117,15,weighing machines,5254
10119,26,chronometers,5255
6459,20,"aneroid barometers,",5256
6459,110,"stereoscopes,",5257
6459,114,"spectacles,",5258
6459,29,"compass (magnetic),",5259
7037,128,thermometers,5260
7166,20,"aneroid barometers,",5261
7267,20,"barometers,",5262
7267,128,thermometers,5263
7339,20,"barometers,",5264
7339,128,thermometers,5265
7582,20,"aneroid barometers,",5266
7582,82,"saccharometers,",5267
10120,20,"barometers,",5268
10120,128,thermometers,5269
6502,50,measuring tapes,5270
6501,50,measuring tapes,5271
10121,179,meteorological instruments,5272
7019,179,"meteorological instruments,",5273
7410,179,"meteorological instruments,",5274
4275,179,"meteorological instruments,",5275
5679,179,"meteorological instruments,",5276
4959,114,spectacles,5277
2093,29,"compasses (magnetic),",5278
8293,114,spectacles,5279
10128,15,"scales,",5280
10128,134,weights,5281
6931,101,rules,5282
6931,144,"gauging instruments,",5283
10129,139,photo apparatus,5284
10130,114,spectacles,5285
10131,15,"scales,",5286
10131,134,weights,5287
10132,15,"scales,",5288
10132,134,weights,5289
10133,125,telescopes,5290
10134,259,telegraph instruments,5291
10135,259,telegraph instruments,5292
10091,110,stereoscopes,5293
10136,259,telegraph instruments,5294
8181,125,telescopes,5295
10137,26,chronometers,5296
8919,26,chronometers,5297
10138,26,chronometers,5298
10139,26,chronometers,5299
10140,26,chronometers,5300
10141,26,chronometers,5301
10142,33,chemical apparatus,5302
10143,26,chronometers,5303
10144,26,chronometers,5304
10145,26,chronometers,5305
10146,26,chronometers,5306
6658,82,"saccharometers,",5307
7020,179,"meteorological instruments,",5308
10148,62,ships' logs,5309
7904,128,thermometers,5310
8042,144,"gauging instruments,",5311
10149,46,pressure gauges,5312
10150,46,steam gauges,5313
3093,64,"measures (capacity),",5314
8072,134,"standard weights,",5315
8072,46,"steam gauges,",5316
8072,215,"salinometers,",5317
6717,179,"meteorological instruments,",5318
7030,179,"meteorological instruments,",5319
10155,66,microscopes,5320
10158,15,scales,5321
10158,134,weights,5322
7083,20,"barometers,",5323
7083,128,"thermometers,",5324
7083,134,weights,5325
10159,15,scales,5326
10159,134,weights,5327
10160,259,telegraph instruments,5328
10161,26,chronometers,5329
10162,15,weighing machines,5330
10163,26,chronometers,5331
10164,259,telegraph instruments,5332
10165,15,weighing machines,5333
10166,26,chronometers,5334
4275,133,"pedometers,",5335
4275,103,"time & hour glasses,",5336
4275,215,"salinometers,",5337
10167,26,chronometers,5338
8751,15,"weighing machines,",5339
8751,134,weights,5340
10169,15,scales,5341
10169,134,weights,5342
10170,15,"scales,",5343
10170,134,weights,5344
10171,15,"scales,",5345
10171,134,weights,5346
10172,26,chronometers,5347
10173,26,chronometers,5348
8858,26,chronometers,5349
10174,26,chronometers,5350
4088,15,"scales,",5351
10175,26,chronometers,5352
10180,46,steam gauge,5353
10181,64,measures (capacity),5354
10182,45,globes,5355
10183,46,steam gauges,5356
8363,15,"scales,",5357
8363,134,weights,5358
10185,15,"scales,",5359
10185,134,weights,5360
10186,15,"scales,",5361
10186,134,weights,5362
8154,79,"meteorological instruments,",5363
10187,15,"scales,",5364
10187,134,weights,5365
10188,15,"scales,",5366
10188,134,weights,5367
10189,15,"scales,",5368
10189,134,weights,5369
10190,15,"scales,",5370
10190,134,weights,5371
10191,259,telegraph instruments,5372
4827,15,weighing machines,5373
10192,15,weighing machines,5374
8083,15,"weighing machines,",5375
10193,15,"scales,",5376
10193,134,weights,5377
10194,15,"scales,",5378
10194,134,weights,5379
10195,114,spectacles,5380
7123,144,"gauging instruments,",5381
7123,54,"hydrometers,",5382
7123,82,"saccharometers,",5383
7123,20,"barometers,",5384
7123,128,thermometers,5385
10196,20,"barometers,",5386
10196,128,thermometers,5387
10196,54,"hydrometers,",5388
10196,82,"saccharometers,",5389
6732,20,"barometers,",5390
6732,128,thermometers,5391
4273,33,chemical apparatus,5392
7595,20,"barometers,",5393
7595,128,thermometers,5394
10197,33,chemical apparatus,5395
8222,20,"barometers,",5396
8222,128,thermometers,5397
8244,20,"aneroid barometers,",5398
8244,20,"barometers,",5399
8244,128,thermometers,5400
10198,62,ships' logs (mechanical),5401
10199,62,ships' logs,5402
10200,62,ships' logs,5403
10201,26,chronometers,5404
10202,26,chronometers,5405
10203,26,chronometers,5406
10204,26,chronometers,5407
9303,26,chronometers,5408
10205,26,chronometers,5409
10206,26,chronometers,5410
6508,143,"electrical instruments,",5411
6690,143,"electrical instruments,",5412
10211,143,electrical instruments,5413
10212,46,steam gauges,5414
6775,46,"steam gauges,",5415
6775,143,"electrical instruments,",5416
8340,143,"electrical instruments,",5417
7654,46,"steam gauges,",5418
6095,50,"measuring tapes,",5419
6095,101,"rules (box & ivory),",5420
5143,29,compass,5421
8811,26,"chronometer,",5422
8811,105,sextant,5423
8811,123,"octant,",5424
8811,29,"compass,",5425
8811,125,"telescope,",5426
8811,103,"log glass,",5427
8811,20,"barometer,",5428
8811,128,thermometer,5429
8811,17,"binnacles,",5430
8811,126,"Gunter's scales,",5431
8811,39,dividers,5432
4599,125,telescope achromatic,5433
4599,200,"math instruments,",5434
4599,203,philo instruments,5435
8815,39,compassses,5436
5871,39,compass,5437
8817,101,rules,5438
8818,101,rule,5439
8820,39,COMPASSES,5440
8821,39,compasses,5441
8823,35,compasses,5442
8824,111,sundials,5443
8825,101,rule,5444
8826,29,"compass,",5445
8826,50,"measuring tapes,",5446
8826,111,sundials,5447
8828,39,"compasses,",5448
8828,50,surveyor's measuring tapes,5449
8829,101,rule,5450
3071,114,spectacles,5451
8831,50,measuring tapes,5452
8831,101,rule,5453
8832,39,compasses,5454
4609,20,"barometer,",5455
4609,128,thermometer,5456
8454,20,"barometer,",5457
8454,128,thermoneters,5458
3366,20,"barometers,",5459
8834,20,"barometers,",5460
8834,128,thermometers,5461
4815,128,thermometers,5462
5129,20,"sympiesometer,",5463
5129,46,"vacuum gauge,",5464
5129,63,"lens,",5465
446,54,"saccharometer,",5466
4081,128,thermometer,5467
5452,20,"barometer,",5468
5452,128,thermometers,5469
6743,20,"barometer,",5470
6743,128,thermometer,5471
8835,101,rule,5472
3129,60,"level,",5473
8836,101,rule,5474
8836,50,surveyor's measuring tape,5475
8837,101,rule,5476
8838,20,"barometers,",5477
8838,128,thermometers,5478
661,66,"microscope, solar",5479
8839,107,slide rule,5480
8840,39,compass,5481
8841,39,compass,5482
4243,156,"rain gauge,",5483
8845,15,"scales,",5484
8845,15,"weighing machines,",5485
8845,134,weights,5486
8846,26,chronometer,5487
8847,26,chronometers,5488
5865,26,"chronometer,",5489
5865,105,"sextants,",5490
5865,123,quadrants (Hadley),5491
5865,29,compass,5492
8856,128,thermometer,5493
8859,240,gyro compass,5494
8860,105,barometers,5495
8860,29,"compasses,",5496
8860,125,"telescopes,",5497
8860,19,"binoculars,",5498
8860,62,"logs,",5499
8860,20,"barometers,",5500
8860,241,sounding machines,5501
8860,39,"drawing instruments,",5502
8860,128,"thremometers,",5503
8863,20,barometers (mercury),5504
8863,20,barometer (aneroid),5505
8863,40,"barograph,",5506
8863,242,thermograph,5507
8863,243,thermo-hydrograph,5508
8863,244,hygrograph,5509
8863,56,"hygrometer,",5510
8863,156,"rain gauge,",5511
449,20,barometers,5512
324,15,"scales,",5513
324,175,steelyards,5514
324,134,weights,5515
324,64,measures,5516
8874,33,"chemical apparatus,",5517
8874,139,"photographic apparatus,",5518
8874,143,"electrical apparatus,",5519
8874,179,meteorological instruments,5520
2880,1,"air pump,",5521
2880,114,"spectacles,",5522
2880,66,"microscopes,",5523
2880,125,"telescopes,",5524
2880,24,"camera lucida,",5525
2880,42,"electrical machine,",5526
2880,128,thermometer,5527
2880,20,barometer,5528
2880,39,"drawing instruments,",5529
2880,80,"pantograph,",5530
2880,101,"scale,",5531
2880,34,blow pipe,5532
2880,69,"magic lantern,",5533
2880,99,"microscope lantern,",5534
2880,99,microscope slides,5535
2880,78,"opera glasses,",5536
2880,19,"field glasses

field glasses",5537
2880,246,Dr Fox's shadow meter,5538
1619,54,"saccharometers,",5539
1620,54,saccharometers,5540
2880,247,Davy safety lamp,5541
2880,3,Biram's anemometer,5542
2880,74,"miner's dial,",5543
6569,56,"hygrometers,",5544
6569,60,"levels,",5545
6569,74,"miners' dials,",5546
6569,107,"slide rules,",5547
6569,118,"galvanometers,",5548
6569,127,"theodolites,",5549
6569,239,"sueveying instruments,",5550
6569,247,"miners' lamps,",5551
6569,248,weather vane,5552
8879,3,"anemometers,",5553
8879,20,"barometers,",5554
8879,56,"hygrometers,",5555
8879,39,"drawing instruments,",5556
8879,60,"levels,",5557
8879,107,"slide rules,",5558
8879,127,theodolites,5559
8879,230,"surveying instruments,",5560
1142,50,"surveyors mess, tapes",5561
8879,249,water gauges,5562
8881,26,chorometers,5563
8883,26,chronometers,5564
29,66,microscopes botanic,5565
29,125,"telescopes refl.,",5566
29,39,"parallel rules,",5567
29,137,elliptical compasses,5568
29,39,"beam compasses,",5569
29,107,scales Gunters,5570
29,75,quadrant Hadley's,5571
29,29,"compasses,",5572
29,79,orreries,5573
29,85,"telluriars,",5574
29,250,hydraulic machinery,5575
341,75,Hadley's quadrant,5576
354,123,Hadley's quadrant,5577
10,123,Hadley's quadrant,5578
6999,105,"sextant,",5579
6999,123,"Hadley's quadrant,",5580
6999,125,"telescope,",5581
6999,5,"artificial horizon,",5582
6999,17,"binnacle,",5583
6999,29,"compass,",5584
6999,20,"barometer,",5585
6999,20,"sympicsometer,",5586
6999,128,"thermometer,",5587
6999,103,"log glassas,",5588
6999,48,"magnets,",5589
6999,50,"tape measures,",5590
6999,39,"dividers,",5591
6999,39,"compasses (drawing),",5592
6999,108,"parallel rules,",5593
6999,126,"Gunter scales,",5594
6999,45,"globes,",5595
6999,62,logs,5596
6999,26,"chronometers,",5597
6999,241,sounding machines,5598
514,123,"octant,",5599
514,66,"microscope,",5600
8888,211,"dynamometer,",5601
8888,118,galvanometer,5602
8888,252,"potentiometer,",5603
8888,253,"resistance coil,",5604
8888,254,"Wheatstone bridge,",5605
8888,255,Drysdale's stroboscope,5606
8888,256,transformer,5607
8889,118,"galvanometers,",5608
8889,254,Wheatstone bridges,5609
8889,252,"potentiometers,",5610
8890,28,chronometers,5611
293,123,octant,5612
29,56,hygrometer,5613
29,115,spirit level,5614
4259,143,electrical instruments,5615
8566,123,quadrant (Hadley(,5616
5635,15,balance,5617
8892,15,balance,5618
1825,,"",5619
3,39,drawing instruments,5620
5647,29,compass,5621
5647,15,"scales,",5622
8895,15,scales,5623
4278,19,"binoculars,",5624
4278,179,meteorological inst,5625
168,123,"Hadley's quadrant,",5626
168,125,protective glasses,5627
168,71,"reading glasses,",5628
944,71,magnifying glasses,5629
3405,114,"spectacles,",5630
5158,20,symphiesometer,5631
5158,26,chronometer,5632
561,45,globes,5633
1691,45,globes,5634
3850,45,globes,5635
4619,39,beam compass,5636
5267,26,chronometers,5637
4267,105,sextants,5638
4267,5,"artificial horizon,",5639
1718,25,"camera obscura,",5640
1718,127,theodolites,5641
1718,60,levels,5642
1718,112,chains (surveying),5643
1718,8,"pantographs,",5644
1718,20,"barometers,",5645
1718,128,thermometers,5646
1718,125,"telescopes,",5647
1718,114,"spectacles,",5648
1718,59,"kaleidoscopes,",5649
5265,20,"barometers,",5650
5265,128,thermometers,5651
5265,105,"sextants,",5652
5265,123,"Hadley quadrants,",5653
5265,125,"telescopes,",5654
5265,257,astronomical instruments,5655
5266,26,chronometers,5656
3450,15,"weighing machines,",5657
3450,134,weights,5658
3168,114,"spectacles,",5659
3168,157,optometer,5660
3502,125,walking stick telescope,5661
8915,259,telegraph instruments,5662
8916,259,telegraph instruments,5663
8917,20,barometers,5664
4824,26,chronometers,5665
8918,26,chronometers,5666
8924,26,chrono,5667
8936,125,telescopes,5668
8936,123,Hadley' quadrants,5669
115,104,sector,5670
5121,26,"pocket  chronometers,",5671
5121,26,marine chronometers,5672
629,20,barometers,5673
629,129,thermometers,5674
4117,20,"barometers,",5675
4117,128,thermometers,5676
1205,54,saccharometer,5677
4975,26,chronometers,5678
6760,26,chronometers,5679
642,99,"quintant,",5680
642,123,octant,5681
3530,261,hydrostatic machine,5682
4401,261,eclipse glasses,5683
4401,42,"electrical machines,",5684
5484,20,"barometers,",5685
5484,128,thermometers,5686
6511,152,"battery,",5687
6511,161,"electrical cells,",5688
339,54,hydrometer (Nicholson's),5689
1523,17,"binnacle,",5690
7184,66,microscope,5691
2816,139,"cameras,",5692
2816,239,"surveying instruments,",5693
2816,63,"lenses,",5694
2816,139,"photographic apparatus,",5695
8712,15,"balance (postal),",5696
2816,82,"saccharometers,",5697
2816,54,hydrometers,5698
8971,20,"barometers,",5699
8971,66,microscopes,5700
8972,20,"barometers,",5701
8972,66,microscopes,5702
8973,45,"globe (terrestrial),",5703
8973,20,"weather glass,",5704
8973,125,telescope (refractor),5705
440,143,full range electrical apparatus,5706
550,71,"reading glasses,",5707
550,78,"opera glasses,",5708
550,66,"solar microscope,",5709
550,110,"optical machines,",5710
550,106,"scioptric balls,",5711
550,93,"prisms,",5712
550,88,"mirrors,",5713
550,68,"quadrant mural,",5714
550,85,"equatoriums,",5715
550,125,"equatorial instruments,",5716
550,131,"transit instruments,",5717
550,39,"drawing instruments,",5718
550,101,"rules,",5719
550,80,"pantographs,",5720
550,133,"measuring wheels,",5721
550,127,"theodolites,",5722
550,27,circumferentot,5723
550,115,spirit level.,5724
550,136,gunners callipers,5725
550,52,"shot gauges,",5726
550,20,"barmetes,",5727
550,42,"electrical machines,",5728
