relation_id,target_maker_id,is_auto_disambiguation
15842,6179,
15953,9263,
3052,1375,
1314,1148,
8504,2553,
3022,663,
3514,2298,
847,430,
1853,431,
4426,6016,
15071,5632,
3033,1350,
8178,2489,
4370,5934,
224,3841,
6811,2709,
4526,423,
3640,780,
17464,897,
5668,830,
3507,1943,
14387,50,
4460,5300,
4549,1819,
13720,575,
7752,2347,
1144,258,
2530,1094,
4434,2836,
10811,3426,
10658,1557,
16717,6966,
16968,7229,
20481,10006,
674,2867,
16281,6423,
6486,1462,
6016,1741,
17217,7466,
9944,1801,
11263,5740,
15996,6288,
6693,1573,
5978,3460,
4499,793,
14560,5442,
3220,1799,
5781,2218,
10222,3176,
13230,9710,
17243,7500,
3369,2543,
11858,2372,1
2513,511,
20367,6566,
6198,2550,
10732,5520,
20761,4511,
11064,3531,
9800,1572,
20628,10074,
5395,2869,
20642,10502,
15425,7876,
19020,9099,
823,182,
3698,4309,
11456,3641,
8691,2480,
5743,5820,
4669,1152,
20284,9358,
10843,3448,
16856,3453,
19761,8196,
12691,879,
6598,745,
13935,6935,
337,124,1
5579,2272,
1506,1679,
11576,4725,
18040,8320,
5658,34,
11151,859,
9427,557,
14065,442,
17013,1462,
9835,5972,
12607,4279,
17135,7403,
20130,9745,
13861,6351,
21023,9769,
5682,67,
7319,2218,
18449,6469,
5321,266,
14266,5236,
15497,5931,
1131,544,
5284,5003,
12957,2019,
20414,4872,
16903,2647,
1315,3138,
8505,2554,
19427,9268,
16443,10088,
9204,2767,
16049,2000,
18425,2708,
8137,1839,
19048,3972,
9949,2794,
1552,1027,
100,3854,
3888,276,
3297,822,
1621,434,
1665,438,
8084,2468,
3145,9036,
3563,698,
16330,295,
13092,749,
3426,1179,
14278,2513,
14869,5557,
3644,749,
7885,3442,
2729,1293,
20208,9826,
15843,4676,
15993,6281,
3517,1954,
848,2618,
1934,1422,
4428,3406,
6676,2888,
18081,8345,
3035,1861,
8506,2551,
4371,495,
1847,1145,
14388,2008,
4527,6265,
3701,5492,
5669,4236,
3508,7977,
18685,7794,
6048,1751,
14078,1626,
4550,4318,
5469,2289,
7798,8725,
1521,3198,
2585,564,
4436,2836,
1564,2739,
7967,1738,
17544,7823,
675,811,
13853,6901,
6709,166,
14612,403,
11139,597,
15966,6272,
14818,10148,
1821,5477,
5980,3274,
5857,945,
6658,2297,
14738,1712,
3370,2545,
16718,10424,
2514,550,
11264,3610,
849,5918,
13323,2641,
6694,2868,
20485,10007,
17331,7594,
4500,5489,
14587,7334,
16208,491,
5782,2217,
7750,5935,
10224,3789,
11342,3163,
10756,2772,
17480,7751,
5581,2066,
5744,3282,
5398,5510,
16471,6710,
2751,2875,
15426,5884,
10847,3469,
20855,5053,
3699,3272,
9428,566,
8692,3363,
20691,7357,
12368,5735,
9838,2241,
20131,9761,
16857,8059,
13936,4148,
20643,5984,
7320,2217,
17687,3432,
11577,3610,
12693,1615,
6609,1934,
19021,9055,
20285,6367,
14781,745,
20164,9179,
5584,1486,
17014,4218,
20370,8363,
12608,4279,
18043,3406,
6954,1446,
13886,1985,
17148,7409,
21022,9769,
5458,3073,
18650,7995,
6107,1000,
14079,9202,
14267,566,
5470,1203,
1509,2118,
15502,7998,
5716,1582,
18051,3468,
7317,1612,
20415,4872,
16996,7273,
7503,748,
19428,4110,
16562,4994,
9205,2018,
16064,7102,
18434,8667,
1622,164,
19049,3444,
9950,2794,
1553,1397,
101,273,
3890,4718,
3627,1152,
7856,2382,
5285,1357,
15555,1169,
8982,2702,
14871,169,
9933,3433,
15845,4678,
7886,5412,
2731,4504,
20253,8152,
17188,7436,
16260,4256,
3055,1847,
4505,3386,
3879,166,
1936,423,
4429,3277,
6678,770,
18082,8344,
3780,166,
8507,2553,
4507,507,
2618,3569,
7873,2998,
5670,5323,
3703,5489,
18162,4385,
6196,1782,
4663,1710,
18686,9036,
8436,2009,
2272,2900,
4461,5721,
5478,1046,
2716,3530,
9605,1957,
1523,1647,
4437,2839,
1814,9172,
8228,858,
10078,7535,
1823,1691,
15968,6270,
678,2296,
14303,4991,1
6659,1951,
18484,2963,
17545,7827,
7818,2400,
11265,9292,
6859,2541,
16767,6624,
11140,3530,
4502,1080,
5858,500,
20486,5577,
13977,9056,
5783,2219,
18970,4886,
10225,3789,
16211,6496,
6242,6971,
3371,325,
2515,864,
14919,10007,
10757,2039,
9804,4062,
14398,1375,
17482,4021,
7751,9729,
14820,403,
16472,10153,
5745,4648,
568,311,1
5399,1375,
10848,8059,
20856,5053,
5686,1105,
2753,2268,
8693,3474,
13350,6097,
12647,8350,
9429,935,
9839,9896,
12695,430,
14588,4873,
21159,3702,
20644,5050,
7321,1612,
11354,8353,
19022,9096,
20286,9358,
1573,1491,
6108,3434,
14783,5903,
15427,5885,
20452,9172,
11861,2371,1
20373,7046,
18204,8433,
3700,6008,
5717,626,
17226,7393,
5585,340,
12371,5735,
11001,2596,
17159,5647,
21025,10464,
13945,5103,
5814,6876,
2671,5524,
14684,5500,
1152,720,
1513,2324,
5288,3101,
6957,4889,
18651,4289,
5691,5541,
17688,10268,
14080,2978,
11582,2093,
14108,7117,
17016,4221,
12713,792,
13887,4098,
14269,3500,
15524,5959,
18053,8259,
2932,4503,
11427,10055,
16997,9785,
19429,9271,
16563,6798,
16065,7332,
18436,3440,
19050,4190,
9951,4028,
1558,1722,
102,273,
3891,2724,
3628,1101,
1623,8776,
7857,2592,
12959,2502,
3364,691,
3566,495,
18946,3996,
18838,2536,
5747,1525,
15556,3582,
15631,603,
11142,597,
7887,3442,
2992,5488,
20429,3328,
17189,7436,
15846,6180,
16553,6786,
9934,3438,
5022,377,
3880,436,
852,432,
5593,1488,
6679,771,
19172,4968,
7318,2219,
8508,2554,
7504,748,
8003,2449,
5828,10339,
18804,8911,
11891,3452,
4664,1710,
9174,2770,
2273,442,
9752,1446,
16006,1841,
1826,1685,
17546,7827,
14106,5240,
7921,2487,
6695,608,
16781,7014,
13946,780,
3942,135,1
20496,5577,
12888,2510,
14821,4480,
6344,2482,
13351,2650,
14592,5601,
18971,9019,
11355,183,
5859,318,
7820,2356,
16319,4871,
15507,5937,
11266,9264,
17494,4585,
3372,325,
16853,10390,
6860,4461,
11416,3674,
12648,2259,
2517,511,
20646,5984,
9155,2018,
14399,674,
4504,1079,
12468,4254,
8115,5371,
5784,5439,
5400,2869,
17638,4223,
20705,5536,
10226,3175,
2755,1021,
20454,10200,
18563,3472,
11583,3654,
8695,2400,
14109,7116,
20374,7046,
18205,3518,
17017,4219,
17227,7484,
10760,4163,
12757,3610,
4670,4006,
9806,4059,
18931,3066,
6874,4100,
10849,8150,
6610,1936,
1574,1489,
12714,1,
5722,566,
6332,2559,
9840,8086,
13888,3058,
11154,2921,
5718,2745,
21161,462,
14595,6639,
2673,2767,
15526,10157,
7322,2870,
2220,345,
18140,2326,
20570,9791,
17002,4217,
19430,6726,
16916,5264,
11551,3680,
16098,6396,
18438,9544,
1516,734,
1831,540,
30,21,
9954,3125,
109,845,
3894,2746,
3802,276,
1625,182,
7858,3474,
2740,355,
3365,760,
3567,5934,
115,641,
18839,749,
5748,1526,
15780,8908,
15632,5473,
17390,7663,
8333,2522,
5289,2258,
20430,3328,
7852,2595,
17136,7402,
3060,1390,
2934,637,
9935,3959,
5024,1297,
4111,500,
854,4990,
2085,444,
4430,3406,
6680,1386,
19173,786,
4173,1399,
4577,924,
5586,1491,
8004,2448,
4001,551,
20307,2975,
11002,10321,
4665,1103,
20214,760,
6531,1912,
4462,8802,
5490,2209,
6191,1783,
9279,2688,
681,408,
2411,1446,
7923,2385,
11598,3767,
16629,6857,
6696,1487,
14244,2861,
14920,10008,
13622,5392,
16944,7190,
6446,704,
14823,10148,
15116,707,
20497,10008,
13352,3513,
18972,9020,
14742,4175,
6204,1792,
16320,7164,
15523,8045,
6976,4918,
7889,3225,
17531,3753,
3373,37,
16854,10422,
4530,390,
5915,2706,
12389,5502,
10999,7585,
9156,4252,
581,545,1
2518,550,
14125,4195,
12649,4289,
20679,2190,
17772,3453,
14606,6025,
19023,9097,
13947,781,
20708,5536,
8664,8410,
18564,3472,
10894,1727,
9810,4061,
6875,4100,
10850,3471,
5924,1141,
20455,403,
13830,7036,
20375,9905,
9841,5467,
12864,608,
17096,7358,
11,4350,
18208,4392,
7346,2230,
17445,7714,
12717,3626,
12689,749,
4675,1101,
13889,1996,
14785,9729,
15895,9748,
16230,2835,1
14596,5468,
6896,4827,
19107,4923,
15558,8144,
18142,2326,
11004,6453,
20577,5465,
6333,1826,
6532,1163,
14685,724,
17003,4217,
1575,3546,
19432,4110,
16981,5311,
11552,4020,
16112,4531,
18439,8659,
8145,2464,
1628,377,
2389,207,
2046,917,
110,541,
3897,752,
3803,725,
7859,2592,
5417,541,
3366,367,
3988,702,
116,1052,
18847,749,
7797,7207,
18872,728,
18024,1168,
11143,3529,
8339,2522,
12782,10560,
20432,10308,
17487,7758,
15847,6182,
17587,7862,
3061,1926,
5720,1581,
2674,630,
2222,1844,
1517,2608,
5291,1356,
2935,4503,
9940,2017,
5439,1430,
4112,902,
2838,5493,
4471,5209,
7099,2917,
19174,1821,
4413,1927,
9082,779,
5692,1180,
2711,728,
8005,2447,
4003,551,
20308,2975,
14081,1626,
4666,1149,
1133,256,
8439,1487,
2543,8385,
18752,2167,
682,164,
20456,10198,
14757,3528,
17021,7283,
7924,2487,
20988,7112,
14922,5576,
6697,2537,
18973,4886,
16378,6608,
15115,2211,
2637,583,
5357,346,1
17756,8037,
13628,585,
15117,728,
6523,2522,
13354,6092,
14743,2280,
6209,2487,
16883,7118,
6977,2086,
15746,6091,
12650,8816,
11358,494,
20684,10104,
16007,2018,
4531,595,
8097,2469,
5916,1901,
12931,5539,
10896,3445,
19024,9098,
9157,2776,
20709,5536,
9812,4060,
2521,750,
579,518,1
6878,4600,
14607,603,
11414,3620,
8665,8408,
10851,8158,
18210,8434,
13831,2967,
17446,7714,
15961,9263,
2760,2799,
13140,2972,
17773,7650,
3119,945,
9843,2241,
13989,791,
19108,6656,
7477,7879,
18675,8846,
4737,1196,
11672,3818,
12865,675,
14787,5532,
6898,4498,
14142,5280,
7036,2096,
14686,4408,
11169,2204,
17114,7378,
7021,6734,
1637,1374,
6128,3954,
12734,1094,
14679,1755,
5881,559,
7333,3510,
14605,6014,
15607,6008,
18783,5265,
20858,8068,
17005,1462,
19433,9271,
2958,1867,
12255,6608,
16138,4797,
19006,3128,
8146,4570,
31,273,
2047,5292,
2299,1970,
4195,929,
3854,3581,
1629,857,
8012,702,
6699,8975,
8559,2561,
3990,1072,
117,4751,
18848,1110,
7945,1000,
18873,749,
18025,1168,
14354,1448,
10461,6145,
2995,8177,
20433,3328,
17489,7757,
16366,8434,
17679,840,
3062,5393,
2573,561,
1518,2322,
5480,390,
2936,635,
11183,2867,
5440,4599,
4113,500,
2839,5493,
7505,748,
7101,2919,
19177,9152,
4414,1927,
9514,3852,
4578,3211,
3288,5563,
8006,2434,
4646,622,
2979,1500,
9175,4560,
4667,1119,
16725,6980,
18825,8697,
17068,7337,
14758,2280,
21005,10481,
14927,5621,
18974,4886,
7490,2276,
15248,3610,
13355,2651,
16379,4035,
7925,2371,
2638,1347,
14749,2280,
11359,2900,
7789,2417,1
17757,1664,
15296,682,
3822,408,
6979,559,
3120,5245,
16884,5241,
16008,6315,
9158,2018,
4532,2036,
6212,3404,
13185,4551,
8099,2476,
18569,3479,
5918,2001,
14006,2326,
12932,566,
15747,2650,
18676,2092,
2522,864,
10898,4000,
4738,1196,
11203,7463,
20687,9626,
14083,1072,
20696,6568,
14143,9486,
17145,7407,
2761,337,
20714,5961,
19341,1668,
13897,15,
7411,2869,
11495,3730,
15034,4231,
12665,4291,
6334,1823,
5366,1443,
12810,4384,
12429,2018,
18211,6598,
18784,9167,
6137,1765,
17801,8754,
14395,1391,
6278,9155,
3112,2115,
20859,8069,
9844,8085,
2574,1988,
17006,4218,
35,1844,
7478,677,
15965,6271,
1519,485,
19242,9166,
5764,2617,
19434,6724,
14800,3261,
7261,8510,
654,164,1
17079,9673,
3102,677,
11009,4378,
13456,837,
12258,9386,
7037,3827,
14689,5563,
5610,672,
16284,2048,
19007,7645,
8149,2481,
1748,1881,
2391,390,
2049,334,
2317,395,
3855,2125,
2302,271,
8313,803,
6700,400,
3991,1606,
118,1094,
18849,749,
8014,2488,
251,3241,
18241,4050,
4200,506,
20458,9999,
10462,427,
2996,600,
17517,7798,
16367,3518,
17681,2610,
3063,8776,
3125,1891,
7023,9659,
4478,2201,
6192,1782,
6129,9373,
4415,435,
4579,3212,
3289,5499,
8007,2449,
5830,1613,
4647,3223,
15242,1068,
5452,2801,
2559,1988,
8553,2559,
2544,556,
4463,5735,
5493,839,
9282,2725,
1986,2585,
2717,3529,
4438,2840,
9088,337,
8229,2504,
5882,325,
11933,2557,
3191,859,
3194,2450,
3197,165,
3823,436,
14442,4521,
16727,8370,
7495,971,
17069,7335,
14761,9520,
21007,10180,
6981,4683,
14928,2856,
7926,2372,
15500,1226,
15598,3097,
13383,5721,
14750,5517,
4556,2047,
18976,9020,
11360,4254,
8051,2469,
16338,6578,
16405,6642,
8086,2474,
17839,4290,
16885,7114,
8100,5859,
9159,1633,
16258,6524,
3743,1775,
5919,2002,
13467,5073,
19452,2710,
13661,2070,
2523,549,
13990,4481,
20688,9626,
20697,6006,
14007,1493,
14111,670,
12661,859,
5340,1315,1
2762,2170,
18899,5869,
18344,1856,
3121,945,
12581,5621,
7598,5428,
6405,5769,
20716,5203,
13759,9951,
19342,430,
17325,5703,
12736,1094,
12472,6526,
12433,6317,
14061,3290,
13898,9936,
18398,8633,
6535,1719,
15035,5615,
9845,9775,
17802,10024,
16017,9080,
15670,6051,
19243,8241,
18786,5267,
36,482,
19041,897,
7479,677,
2086,1046,
14801,9311,
3263,430,
6375,4035,
7264,5438,
2575,975,
2058,438,
17008,4221,
7038,4117,
14690,5564,
7024,6649,
18442,724,
19439,9267,
15243,1068,
17081,7346,
5642,1525,
1749,1096,
19040,8749,
8153,2481,
2390,312,
2050,714,
2318,932,
5367,253,
4138,477,
2304,622,
8315,728,
11110,271,
3994,3536,
4396,439,
8016,2489,
18850,749,
252,1061,
18242,154,
14730,704,
11201,1588,
3940,436,
20469,9999,
17602,5883,
16368,8432,
3789,2610,
3064,766,
5432,1405,
5885,1513,
19207,9155,
5873,1122,
4584,1014,
3290,2266,
8198,2494,
4649,423,
3631,2738,
11893,2573,
5681,8566,
2560,5521,
8554,2003,
2550,5714,
4466,9036,
5494,2209,
6416,1554,
7335,1572,
1988,430,
7590,1018,
4454,1064,
14782,583,
1542,738,
10130,3020,
11935,3435,
3188,187,
2413,1625,
4981,2681,1
7496,2274,
685,408,
4128,1541,1
2641,583,
16728,9378,
18827,5788,
7927,6883,
14833,4444,
17605,5883,
3824,825,
15110,4452,
15501,1226,
17397,10178,
6982,4918,
21008,10360,
4557,601,
8087,2473,
18977,4886,
5935,1065,
16535,4262,
13384,5736,
17840,5575,
3925,182,
6017,1739,
16910,10073,
18798,8906,
16259,4845,
13662,2070,
18345,1971,
21055,10532,
8476,2239,
1141,1714,
14751,4175,
20717,3466,
12473,5111,
12435,4269,
12662,4292,
11361,2093,
6268,3575,
18404,5223,
16626,4983,
2764,3376,
5342,1382,1
11145,2321,
14796,726,
3123,8601,
13470,2000,
9848,5972,
19455,2747,
16018,9079,
14008,8381,
37,2300,
19931,9564,
7480,2270,
4739,1732,
15200,9339,
1680,361,
7267,4917,
11010,2596,
7055,2967,
19567,5493,
18900,8961,
2254,6495,
14692,2266,
12582,8510,
6413,3950,
7029,9845,
14443,4276,
6536,906,
17326,5798,
12853,5592,
174,2184,
15782,1765,
13917,3331,
6280,4968,
15064,5907,
15616,5471,
18787,5265,
17010,4219,
19440,4110,
17093,10115,
12259,9378,
16353,6586,
19402,9258,
1691,1297,
1754,1114,
8341,2525,
2051,12,
4264,968,
5368,1377,
4139,1189,
3264,826,
4060,355,
8379,8944,
1927,165,
2577,561,
18851,1341,
8179,2453,
3043,671,
18874,3346,
14731,5506,
11202,1588,
3941,436,
20664,10105,
17603,5885,
16851,7083,
17713,7979,
3593,771,
2059,917,
6406,316,
18915,2368,
5644,444,
5046,1295,
3791,2168,
2704,2821,
5433,1404,
7827,2429,
19208,1821,
4416,1302,
6623,1937,
4697,3172,
3291,505,
8199,2743,
5874,1671,
4650,4475,
3634,2738,
18834,7379,
5853,4740,
17199,8724,
2414,2934,
17696,7966,
21009,10400,
1109,1685,
7557,460,
18979,9019,
9271,1240,
2643,791,
14902,5570,
8278,2504,1
18417,68,
12441,9378,
16945,5282,
3826,833,
16263,2686,
8105,2469,
15704,6072,
12605,7445,
15111,5655,
20698,10325,
17398,9983,
4561,605,
8502,1784,
12474,6527,
8411,2531,
13385,5288,
19419,2763,
15060,5621,
11364,909,
18159,4244,
17495,4587,
3926,182,
16019,8994,
18801,8913,
11149,2319,
6018,2442,
19932,4312,
14391,4606,
13482,4748,
2584,565,
1142,259,
1428,3823,
8477,7061,
14009,2326,
19125,9976,
13762,9155,
12584,6328,
12663,859,
6270,1817,
14797,1344,
2765,2737,
14444,4521,
9967,7181,
17356,4608,
2123,5416,
7588,1017,
15201,1068,
12854,4245,
13918,9977,
3124,833,
7268,5578,
15065,3503,
18817,10566,1
1348,518,1
7056,4131,
15671,6053,
14694,740,
5450,2908,
19171,9153,
1681,361,
6380,1291,
17173,7355,
19441,9271,
17491,7759,
2440,537,
16354,6588,
19403,9258,
1694,10,
1866,2370,
7030,2898,
5369,253,
2053,344,
4265,966,
4140,8899,
2307,830,
9221,5852,
8120,4633,
1928,164,
218,1703,
18852,749,
8180,2488,
3045,314,
18875,749,
6415,3955,
11904,2469,
4108,1976,
20669,4914,
17684,3042,
16852,7428,
3594,2442,
1137,258,
6281,786,
2582,975,
2061,820,
6407,5769,
6703,589,
1089,241,
5645,1525,
5047,421,
2961,1867,
5434,4453,
16642,6872,
19209,1821,
4566,663,
5388,1366,
3294,2266,
9102,2496,
6544,1917,
4682,1912,
3635,560,
1092,520,
5905,1688,
2564,975,
11711,3872,
6624,1936,
1110,10116,
19152,9706,
14903,3231,
17382,7652,
7935,2573,
11915,2472,
18840,545,
3681,583,
8107,2597,
17755,1664,
15124,5673,
3828,408,
18545,8739,
9741,2927,
21012,4884,
13386,4226,
8417,1883,
19374,9243,
6986,2111,
4562,1135,
3927,541,
15680,1980,
17946,10210,
5940,2945,
15118,7481,
2071,1514,
14393,548,
11365,3756,
1145,646,
19126,9976,
16454,2890,
2586,4664,
15705,555,
13433,1192,
11494,5618,
7607,2319,
15719,6076,
13763,786,
13484,9229,
10641,2137,
20701,5419,
5403,674,
6272,1815,
14048,2148,
20723,9630,
14798,726,
12586,4768,
12475,6526,
2767,1576,
14516,5420,
1169,271,1
17360,8584,
19420,2763,
3300,728,
9970,8906,
12855,2266,
13919,10413,
19034,8749,
15077,7350,
5620,248,
3872,5426,
16341,6577,
15673,6051,
7589,3243,
20578,3166,
1683,361,
15202,5735,
2441,7733,
7269,5578,
7937,2447,
11030,1291,
19198,786,
7292,839,
6381,795,
1138,259,
6284,4968,
7032,2898,
17174,5539,
19442,6724,
17619,7900,
12493,2085,
16468,4318,
19822,7062,
3266,500,
8936,3443,
8342,2522,
2054,439,
6207,1796,
5371,253,
2308,434,
2583,2658,
3046,610,
1929,426,
8121,2482,
219,388,
18854,2517,
8182,2488,
18876,749,
16715,508,
14999,5189,
6457,389,
20670,10106,
17958,5487,
17443,3531,
8067,2496,
3596,2920,
2082,1526,
6408,667,
3103,5436,
1090,240,
5646,1599,
3846,637,
9116,2750,
5436,5657,
7761,2394,
4567,664,
9517,2568,
5389,1367,
3295,740,
9103,2494,
6545,1600,
17692,5914,
3636,2738,
1093,239,
8657,2379,
2565,562,
11712,1772,
2552,558,
4469,430,
5495,2335,
6443,839,
1111,1688,
2416,4575,
16177,6177,
11916,2561,
17893,768,
14144,5279,1
19292,1626,
8712,3479,
21013,7456,
18841,544,
8110,2599,
3685,5083,
9742,1000,
15036,7343,
19950,5915,
11198,829,
16646,1625,
5391,771,
3832,2000,
15187,4566,
18547,8737,
6991,2088,
18712,2880,
13414,5211,
1713,2713,
14260,687,
17052,10516,
5404,1391,
16455,4307,
15119,4467,
2768,430,
11368,8303,
15769,10367,
4580,1458,
3302,1353,
12588,4091,
5621,1510,
14145,5279,1
5941,5509,
20704,9969,
20724,6913,
15289,1862,
1901,421,
15681,1979,
2442,537,
2591,4664,
19880,5518,
11635,744,
19035,9069,
8478,7062,
13678,4895,
2256,8391,
7938,2449,
10643,4759,
13764,1821,
1710,979,
16391,6625,
6273,823,
14049,5176,
6286,9152,
15442,3467,
9973,3031,
19127,5335,
3873,4838,
8840,4618,
21078,10534,
14519,566,
15205,5736,
17470,7746,
4402,1548,
7270,7439,
12875,7601,
2645,583,
2164,1961,
11031,1292,
6409,1349,
7294,2209,
14696,5563,
7033,9845,
9178,1983,
13965,4797,
15078,2191,
15674,6052,
19199,3328,
6382,795,
17230,7491,
19543,3611,
17620,2270,
12495,10104,
16560,10511,
19831,6043,
1700,728,
14332,5371,
8347,9950,
2056,357,
6392,1927,
5879,945,
6289,1826,
2999,273,
9223,855,
9036,2724,
1930,3304,
8122,2482,
1675,166,
18857,2514,
8441,2550,
3048,4294,
18877,1886,
2069,438,
19128,2573,
11282,3618,
21102,1241,
17959,8248,
17444,7714,
8068,2469,
3599,4003,
5981,3420,
5902,1689,
3849,1511,
3025,827,
5481,4575,
18224,4495,
6625,1934,
4569,2080,
9520,3430,
5697,2867,
3296,8672,
9104,2497,
6546,1524,
4683,1911,
3648,1213,
1094,520,
8658,1805,
1112,1688,
17414,7681,
19293,5207,
3945,5756,1
18005,8265,
2417,4600,
12683,4297,
15037,4232,
8713,3480,
18842,545,
21020,8148,
3686,5131,
10644,2137,
8185,2469,
3833,2875,
9745,3957,
19951,9578,
18548,8736,
12808,1908,
16648,2978,
6993,2086,
13462,5741,
4581,1096,
5942,2093,
6039,1746,
15148,4547,
2074,1884,
6020,2389,
15290,1862,
15779,6121,
16552,3161,
11702,3866,
16146,6960,
1714,378,
18427,3432,
2594,5236,
11729,3890,
15947,6274,
19000,508,
3040,5243,
13768,4969,
21121,4379,
6274,3575,
3304,1344,
5868,9036,
20725,6913,
13842,2280,
17365,9358,
2462,6027,
14748,5514,
15443,2484,
9974,8155,
2265,4827,
20399,9961,
20400,9960,
16696,331,1
3876,3324,
19345,9232,
8853,2651,
12589,8867,
7939,2448,
14590,3320,
15207,9339,
16538,6767,
17471,5826,
1711,380,
19200,9153,
21079,8332,
6488,430,
7271,813,
13966,4797,
15089,10256,
4404,562,
11032,4514,
7295,1447,
15711,6076,
2646,581,
6384,795,
17231,7491,
19544,5740,
17658,7941,
12499,7521,
16623,6837,
19832,6566,
1701,8956,
14333,663,
8349,2521,
2057,8776,
8323,2502,
7775,2370,
6293,2559,
3000,273,
3313,727,
2172,2540,
1931,1363,
9708,2122,
1676,155,
18858,749,
3050,1509,
18880,749,
16714,9036,
19129,2573,
15683,6061,
21103,10540,
17960,5487,
20019,6873,
8072,2494,
3600,1960,
6410,1350,
3493,749,
3247,714,
5982,3419,
5903,245,
3936,797,
3026,663,
5482,4600,
8062,3452,
19570,202,
4570,5608,
9527,3467,
5699,2962,
3898,839,
14697,5500,
6548,1918,
5218,5256,
3649,1214,
7034,4970,
2570,1988,
11713,3873,
2777,3518,
4470,2266,
4221,1166,
8716,4312,
17415,5268,
3690,1358,
3835,825,
18136,5406,
14182,2482,
15748,3513,
19457,6513,
18881,749,
19957,5915,
6994,2797,
15112,4453,
15189,5718,
16649,6876,
8189,2743,
18737,8882,
9746,1860,
18717,4258,
17221,7477,
13471,8365,
4582,1560,
15224,1978,
16755,5148,
6633,2522,
16250,2610,
15948,4717,
15278,4811,
6072,1752,
21122,1241,
11703,3865,
20729,8751,
5943,258,
17498,7775,
2075,430,
15784,8674,
15312,2569,
20402,9861,
1715,380,
18428,9583,
12326,768,
2595,4414,
19002,6965,
20554,10025,
16539,6765,
8743,1021,
13906,9799,
21129,6155,
13769,8744,
6356,482,
6337,1830,
10646,2137,
17112,3953,
15015,9673,
19392,9254,
3041,861,
3305,5528,
10191,7738,
10043,2794,1
12590,9378,
14599,5466,
17493,5462,
5872,526,
12877,5525,
3877,167,
13980,6525,
8854,6091,
2463,540,
5930,390,
15090,7386,
16951,5288,
15714,6076,
19201,4114,
6385,4035,
17232,4471,
19545,3610,
12500,10116,
16624,6839,
19833,4858,
1702,164,
2850,4052,
11926,3464,
3396,312,
8324,2525,
8088,2474,
8570,2567,
3131,8996,
3315,726,
7948,2439,
1932,293,
8130,2482,
1924,427,
18861,749,
18884,749,
4694,8284,
2070,438,
19133,8239,
16697,5110,
21106,10542,
17961,8247,
20273,10314,
8073,2469,
3601,359,
1712,733,
6489,408,
2647,1347,
2885,1582,
6411,1861,
3494,751,
3248,714,
5984,1904,
6363,832,
3937,2854,
3374,2137,
5484,675,
8064,3467,
19571,9313,
4571,5838,
9529,3852,
7272,946,
11664,4371,
16960,1186,
7035,4115,
9179,1984,
2393,240,
8718,2477,
17416,7678,
19463,9275,
18932,9926,
15079,519,
15149,9823,
15749,1047,
3693,581,
3836,2266,
19958,9575,
15352,5825,
19422,5740,
6995,2914,
18887,749,
17030,7293,
4583,5325,
13472,5029,
5944,2964,
15225,1060,
15280,4811,
19377,9244,
2076,3196,
573,162,1
13116,10193,
17554,10197,
16756,6994,
15378,5856,
6582,1045,
1716,733,
16305,6554,
18429,8647,
15949,2763,
11415,3675,
20735,10171,
17685,5910,
2597,5421,
19003,4539,
15790,6152,
12327,294,
6398,345,
20403,10141,
13929,3490,
3042,847,
11386,1535,
15019,7346,
8747,2259,
19550,6805,
3306,8625,
19601,9278,
13770,1821,
559,162,1
12591,7490,
16821,4178,
11128,2634,
6359,832,
6481,4200,
14601,2305,
2464,407,
17516,5854,
4115,903,
12878,566,
5931,60,
13981,4845,
3878,1848,
2920,4503,
15091,4239,
8855,3513,
16952,8867,
7273,434,
15716,9824,
16961,5307,
19202,9156,
7508,5504,
6386,795,
9182,3449,
7949,3453,
18627,5736,
17730,7839,
19546,9264,
17665,4631,
12503,2088,
16625,4132,
19838,8744,
1704,641,
2851,5,
11928,2572,
3399,3567,
8325,2524,
8089,2457,
1827,544,
10544,824,
8154,2484,
3317,377,
8131,2380,
1925,425,
18864,749,
9714,10062,
4708,1178,
18885,749,
18056,10534,
4706,1178,
16698,5110,
11396,2634,
20305,9890,
13549,4859,
3603,1386,
6917,1138,
2886,1581,
7756,1751,
3495,551,
3286,4838,
5985,1903,
6365,167,
4354,55,
3525,728,
5486,2076,
7338,3510,
4653,3075,
15269,1073,
5702,2226,
3903,1447,
10313,727,
7154,2144,
5220,745,
3678,629,
7592,2308,
9331,2812,
2571,975,
12984,1140,
4520,359,
5540,1462,
6444,839,
17417,7674,
19464,2842,
20862,2335,
8562,8893,1
15750,6092,
2394,239,
15358,1314,
18591,551,
8721,3479,
19959,5915,
15354,4582,
19423,3611,
17252,7517,
13473,8365,
18888,749,
15281,4811,
4628,9262,
3839,833,
6636,2285,
13117,8758,
19873,9502,
17564,7842,
18511,9669,
10575,1081,
16965,7226,
4606,1671,
16601,6429,
10567,1705,
16190,6490,
2077,430,
12798,1241,
15379,1606,
12328,15,
15226,2783,
13930,5804,
20738,10171,
2598,4428,
11387,3651,
6585,1871,
8748,2858,
11600,3777,1
2125,2540,
19327,430,
15020,9672,
18608,8781,
20417,7671,
12594,7706,
12062,162,1
8509,2551,
14614,5405,
3109,5357,
6482,2692,
15907,4714,
3307,5526,
17548,7825,
6360,167,
4116,900,
20404,9700,
12879,7601,
2465,537,
16849,6189,
14067,2991,
11129,2634,
15093,7411,
6027,1000,
