maker_id,inst_code,inst_name,id
9515,20,barometer,5838
2619,125,"telescope,",5839
7964,66,microscope,5840
6899,66,microscope,5841
4312,15,person weighing machine,5842
1049,107,slide rule,5843
1049,54,hydrometer,5844
1049,82,saccharometer,5845
9623,,"",5846
6282,20,sympiesometer,5847
9661,20,"barometer,",5848
9661,115,"spirit level,",5849
9661,128,thermometer,5850
6373,123,octant,5851
9663,20,"barometer,",5852
9663,128,thermometer,5853
7796,219,telegraph apparatus,5854
7796,16,contact goniometer,5855
3093,128,"thermometer,",5856
3093,134,"weights,",5857
4283,66,"microscopes,",5858
4283,99,microscope accessories,5859
5984,114,spectacles,5860
6955,110,"stereoscope,",5861
6955,139,daguerrotype apparatus,5862
6955,42,"induction coil,",5863
9761,20,barometer,5864
9762,20,barometer,5865
8323,20,angle barometer,5866
9783,26,chronometers,5867
4265,147,protractor,5868
7032,178,compass corrector,5869
9804,20,"aneriod barometer,",5870
9804,128,thermometer,5871
4309,60,"level,",5872
2633,20,sympiesometer,5873
2812,66,microscope,5874
6083,20,pocket barometer,5875
4767,54,hydrometer,5876
9812,20,barometer,5877
9813,20,"barometer,",5878
9813,60,"level (spirit),",5879
9813,128,thermometer,5880
5177,56,"hygrometer,",5881
5177,60,"level,",5882
5177,128,thermometer,5883
4536,111,"sundial,",5884
5699,26,"chronometer,",5885
9824,26,chronometers,5886
7541,26,chronometer,5887
7745,26,chronometer,5888
7769,26,chronometer,5889
2633,124,quintant,5890
4744,20,stick barometer,5891
4744,128,thermometer,5892
4749,26,chronometers,5893
2816,128,thermometer,5894
9828,26,chronometer,5895
2268,128,"thermometer,",5896
2268,139,camera (photographic),5897
2268,115,"spirit level,",5898
2268,99,"microscope accessories,",5899
2268,69,"magic lantern,",5900
2268,1,air pump,5901
2268,29,"surveying compass,",5902
2268,101,"rule,",5903
2268,66,binocular microscope,5904
5086,26,chronometers,5905
7175,20,"stick barometer,",5906
7175,128,thermometer,5907
9838,20,barometer,5908
9838,115,spirit level,5909
9838,128,thermometer,5910
7855,26,chronometers,5911
1180,20,barometer,5912
1180,128,thermometer,5913
1180,133,waywiser,5914
1180,136,gunner's callipers,5915
1180,27,circumferentor,5916
1180,28,clinometer,5917
4259,20,"barometer,",5918
1180,105,sextant,5919
1180,127,theodolite,5920
9841,125,telescope,5921
9842,26,chronometers,5922
9187,125,telescope,5923
9845,66,microscopes,5924
9845,71,reading glasses,5925
9845,114,spectacles,5926
9845,125,telescopes,5927
9867,20,aneroid barometer,5928
